Day,Campaign,Device,Clicks,Impressions,Cost,Conversions
30-May-18,Search_India_Generic_BMM_Mobile,Tablet,15,342,"₹1,009.96",4
23-May-18,Display_India_KCT_Large_Cap_Fund,Desktop,15,"15,708",₹207.67,0
23-May-18,Search_Bengaluru_Brand_Exact_Desktop,Desktop,89,609,"₹2,760.34",4
25-May-18,RLSA_India_Generic_BMM_Mobile,Tablet,2,20,₹110.46,1
25-May-18,Search_India_Generic_Exact_Desktop_Lumpsum,Desktop,11,565,₹131.56,0
24-May-18,Display_India_KCT_Large_Cap_Fund,Desktop,28,"30,657",₹324.91,1
28-May-18,Search_Mumbai_Brand_Exact_Mobile,Tablet,0,3,₹0.00,0
23-May-18,Search_India_Generic_BMM_Desktop,Desktop,325,"5,443","₹15,413.16",30
24-May-18,Search_Bengaluru_Brand_Exact_Desktop,Desktop,47,362,"₹1,474.08",8
26-May-18,RLSA_India_Generic_BMM_Desktop,Desktop,69,"1,826","₹3,311.61",1
30-May-18,Search_India_Brand_Exact_Desktop,Desktop,380,"2,546","₹8,312.59",52
26-May-18,Search_India_Generic_Exact_Mobile,Tablet,4,52,₹120.29,0
28-May-18,Search_India_Brand_Exact_Mobile,Tablet,6,42,₹50.25,0
29-May-18,Search_India_Brand_BMM_Mobile,Mobile,664,"6,541","₹14,290.35",42
25-May-18,Search_India_Generic_BMM_Mobile_Lumpsum,Mobile,62,"3,037",₹656.05,3
31-May-18,Search_Top_Performing_Brand_BMM_Mobile,Mobile,126,"1,534","₹6,765.32",14
28-May-18,Search_India_Generic_Exact_Mobile,Tablet,8,103,₹262.67,0
31-May-18,Display_India_In-Market_Audience,Tablet,0,420,₹0.00,0
25-May-18,Search_India_Brand_Product_BMM_Mobile,Tablet,5,45,₹45.68,0
23-May-18,Search_Top_Performing_Brand_Exact_Desktop,Desktop,198,"1,456","₹5,437.23",37
23-May-18,Search_India_Brand_BMM_Mobile,Tablet,14,114,₹390.71,0
30-May-18,Display_India_Affinity,Tablet,2,324,₹10.07,0
29-May-18,Search_India_Generic_BMM_Mobile_Lumpsum,Mobile,13,92,₹327.80,0
24-May-18,Search_India_Brand_Exact_Desktop,Desktop,284,"1,863","₹6,350.36",33
30-May-18,Search_India_Competition_Exact_Desktop,Desktop,25,"1,216","₹1,784.71",7
28-May-18,Search_India_Brand_Exact_Desktop,Desktop,436,"2,932","₹9,239.88",61
26-May-18,Search_India_Competition_Exact_Mobile,Tablet,0,19,₹0.00,0
24-May-18,RLSA_India_Generic_BMM_Mobile,Mobile,65,615,"₹3,405.09",4
29-May-18,RLSA_India_Brand_BMM_Mobile,Tablet,1,22,₹80.00,0
28-May-18,Search_India_Brand_Product_Exact_Mobile,Tablet,3,15,₹27.86,0
29-May-18,Search_Bengaluru_Brand_Exact_Mobile,Tablet,0,3,₹0.00,0
28-May-18,RLSA_India_Generic_BMM_Mobile,Tablet,1,8,₹51.53,0
29-May-18,Search_India_Brand_Product_BMM_Mobile,Mobile,469,"3,852","₹4,697.82",43
23-May-18,Search_India_Generic_Exact_Desktop,Desktop,260,"3,014","₹10,325.63",29
25-May-18,Search_India_Brand_BMM_Desktop,Desktop,310,"3,422","₹18,964.98",35
25-May-18,Display_India_KCT_Generic,Mobile,204,"154,414","₹1,884.65",2
25-May-18,Display_India_Affinity,Mobile,264,"69,108","₹1,652.97",0
29-May-18,Search_India_Brand_Exact_Mobile,Tablet,5,27,₹35.36,0
23-May-18,Search_India_Generic_Exact_Desktop_Lumpsum,Desktop,14,659,₹216.55,1
31-May-18,Search_India_Generic_Exact_Desktop,Desktop,239,"3,497","₹9,695.04",30
25-May-18,Search_India_Generic_Exact_Mobile_Lumpsum,Tablet,0,124,₹0.00,0
24-May-18,Search_India_Generic_BMM_Mobile,Mobile,737,"8,653","₹30,616.83",51
28-May-18,Display_India_KCT_Generic,Desktop,265,"166,500","₹3,651.96",7
28-May-18,Search_Top_Performing_Brand_BMM_Mobile,Tablet,3,33,₹166.65,0
26-May-18,Display_India_KCT_Large_Cap_Fund,Tablet,2,633,₹13.29,0
29-May-18,Display_India_KCT_Large_Cap_Fund,Tablet,12,"6,911",₹122.17,0
31-May-18,Display_India_Affinity,Mobile,129,"25,181",₹858.28,1
30-May-18,Search_India_Generic_BMM_Mobile,Mobile,"1,459","20,195","₹54,674.11",69
31-May-18,Search_India_Generic_Exact_Mobile_Lumpsum,Mobile,57,"2,495",₹701.32,3
30-May-18,Search_Top_Performing_Brand_BMM_Mobile,Mobile,113,"1,523","₹5,551.28",8
28-May-18,Search_India_Generic_BMM_Mobile_Lumpsum,Mobile,71,"2,699",₹719.30,3
23-May-18,Search_Bengaluru_Brand_Exact_Mobile,Tablet,0,6,₹0.00,0
27-May-18,Display_India_Affinity,Tablet,2,773,₹15.48,0
25-May-18,Search_India_Brand_Exact_Mobile,Mobile,440,"2,686","₹3,253.39",57
22-May-18,Search_Mumbai_Brand_Exact_Desktop,Desktop,111,859,"₹2,276.59",10
26-May-18,Search_Top_Performing_Brand_BMM_Mobile,Tablet,2,18,₹53.29,0
24-May-18,Search_India_Generic_Exact_Mobile,Tablet,4,56,₹91.87,1
25-May-18,Search_Mumbai_Brand_Exact_Mobile,Mobile,53,245,₹859.98,7
26-May-18,Search_Top_Performing_Brand_Exact_Desktop,Desktop,91,584,"₹2,177.13",16
26-May-18,Display_India_Affinity,Desktop,3,"10,993",₹82.37,0
29-May-18,Search_India_Competition_Exact_Desktop,Desktop,21,937,"₹1,934.22",5
23-May-18,RLSA_India_Brand_BMM_Desktop,Desktop,81,495,"₹5,163.74",5
29-May-18,Search_India_Brand_Product_BMM_Desktop,Desktop,110,804,"₹1,835.76",16
29-May-18,Search_Top_Performing_Brand_BMM_Mobile,Mobile,96,"1,522","₹4,485.00",13
22-May-18,Search_Top_Performing_Brand_Exact_Mobile,Mobile,191,807,"₹4,978.54",35
25-May-18,Search_India_Generic_Exact_Mobile,Mobile,720,"6,560","₹18,665.88",56
28-May-18,Search_India_Brand_Product_BMM_Desktop,Desktop,82,665,"₹1,315.14",8
24-May-18,Search_India_Generic_Exact_Mobile,Mobile,743,"6,073","₹19,200.18",65
24-May-18,Search_India_Brand_Product_BMM_Mobile,Mobile,262,"1,998","₹2,599.75",35
31-May-18,Display_India_KCT_Large_Cap_Fund,Desktop,6,"13,666",₹78.59,0
24-May-18,Search_Top_Performing_Brand_Exact_Mobile,Mobile,88,413,"₹1,610.11",8
28-May-18,Search_India_Generic_Exact_Mobile,Mobile,985,"9,531","₹26,601.16",98
26-May-18,Search_India_Generic_Exact_Mobile_Lumpsum,Tablet,0,87,₹0.00,0
29-May-18,RLSA_India_Brand_BMM_Mobile,Mobile,187,"1,329","₹7,078.69",17
28-May-18,Search_India_Competition_BMM_Mobile,Tablet,0,18,₹0.00,0
31-May-18,Search_India_Generic_BMM_Desktop,Desktop,267,"5,091","₹14,649.55",23
27-May-18,Display_India_Affinity,Desktop,8,"5,999",₹123.11,0
29-May-18,Search_India_Generic_Exact_Desktop_Lumpsum,Desktop,26,"3,244",₹400.28,4
30-May-18,Search_Mumbai_Brand_Exact_Mobile,Tablet,0,4,₹0.00,0
22-May-18,Search_Top_Performing_Brand_Exact_Desktop,Desktop,167,"1,410","₹3,460.99",19
31-May-18,Search_India_Competition_BMM_Desktop,Desktop,15,"1,043",₹896.36,6
26-May-18,Search_India_Brand_Exact_Desktop,Desktop,206,"1,458","₹4,360.97",33
31-May-18,Search_India_Competition_BMM_Mobile,Tablet,0,9,₹0.00,0
25-May-18,RLSA_India_Brand_BMM_Mobile,Tablet,2,12,₹200.64,0
28-May-18,Display_India_Affinity,Tablet,5,645,₹39.53,0
28-May-18,Search_Top_Performing_Brand_BMM_Mobile,Mobile,116,"1,633","₹5,134.45",7
26-May-18,Search_Top_Performing_Brand_BMM_Mobile,Mobile,58,835,"₹3,136.42",3
23-May-18,Search_India_Generic_BMM_Mobile,Tablet,9,198,₹377.89,0
25-May-18,Search_Bengaluru_Brand_Exact_Desktop,Desktop,47,339,"₹4,074.31",6
30-May-18,Search_India_Competition_BMM_Mobile,Mobile,16,615,₹961.44,0
25-May-18,Search_Mumbai_Brand_Exact_Mobile,Tablet,0,7,₹0.00,0
31-May-18,Search_India_Generic_BMM_Mobile,Tablet,15,397,₹770.95,0
29-May-18,Search_India_Competition_BMM_Mobile,Mobile,22,"1,218","₹1,109.89",0
23-May-18,Search_India_Generic_BMM_Desktop_Lumpsum,Desktop,9,240,₹153.15,0
27-May-18,Search_India_Brand_Product_Exact_Mobile,Tablet,1,6,₹9.79,0
26-May-18,Search_India_Brand_Exact_Mobile,Mobile,206,"1,365","₹1,806.46",28
31-May-18,Search_India_Brand_Product_BMM_Desktop,Desktop,197,"1,520","₹5,179.82",11
30-May-18,Search_India_Brand_BMM_Desktop,Desktop,554,"4,539","₹22,734.73",97
29-May-18,Search_India_Generic_BMM_Desktop,Desktop,258,"3,907","₹14,849.28",24
25-May-18,Search_India_Brand_Exact_Desktop,Desktop,226,"1,396","₹15,078.76",20
24-May-18,Display_India_Affinity,Tablet,2,622,₹16.91,0
29-May-18,Search_India_Brand_Product_Exact_Desktop,Desktop,32,265,₹321.04,0
30-May-18,RLSA_India_Generic_BMM_Mobile,Mobile,77,737,"₹2,848.04",5
25-May-18,Search_India_Brand_Product_BMM_Mobile,Mobile,392,"3,362","₹4,092.03",32
26-May-18,Search_India_Brand_Product_Exact_Mobile,Tablet,2,12,₹17.52,0
30-May-18,Search_India_Brand_Exact_Mobile,Mobile,374,"2,435","₹2,494.92",59
24-May-18,RLSA_India_Generic_BMM_Mobile,Tablet,0,11,₹0.00,0
24-May-18,Display_India_KCT_Large_Cap_Fund,Tablet,7,"1,610",₹61.06,0
26-May-18,Display_India_In-Market_Audience,Desktop,23,"12,677",₹321.29,0
30-May-18,Search_Bengaluru_Brand_Exact_Mobile,Tablet,0,3,₹0.00,0
28-May-18,Search_Top_Performing_Brand_Exact_Desktop,Desktop,199,"1,381","₹5,457.47",17
24-May-18,Search_India_Competition_BMM_Mobile,Mobile,40,"1,342","₹2,258.95",1
25-May-18,Search_India_Competition_BMM_Mobile,Tablet,0,9,₹0.00,0
28-May-18,Search_Bengaluru_Brand_Exact_Mobile,Tablet,4,8,₹97.62,0
28-May-18,Search_India_Generic_BMM_Mobile,Mobile,"1,531","19,013","₹55,253.41",95
29-May-18,Search_India_Generic_Exact_Mobile,Tablet,8,65,₹203.55,3
24-May-18,Search_Top_Performing_Brand_Exact_Desktop,Desktop,144,861,"₹3,739.09",22
29-May-18,Search_Top_Performing_Brand_Exact_Desktop,Desktop,237,"1,449","₹5,660.16",27
24-May-18,Search_India_Brand_BMM_Desktop,Desktop,342,"2,869","₹19,376.40",30
31-May-18,Search_India_Generic_BMM_Desktop_Lumpsum,Desktop,42,996,₹278.07,1
26-May-18,Search_India_Competition_BMM_Desktop,Desktop,24,943,"₹1,959.11",1
28-May-18,Search_India_Brand_Product_BMM_Mobile,Mobile,437,"3,594","₹4,496.36",12
27-May-18,Search_India_Brand_Product_Exact_Mobile,Mobile,62,425,₹504.07,1
22-May-18,Search_Mumbai_Brand_Exact_Mobile,Mobile,44,279,"₹1,024.96",10
24-May-18,Search_India_Competition_BMM_Mobile,Tablet,0,8,₹0.00,0
31-May-18,Search_Bengaluru_Brand_Exact_Desktop,Desktop,49,470,"₹1,480.03",4
25-May-18,Search_Top_Performing_Brand_BMM_Mobile,Mobile,138,"1,645","₹6,566.25",12
23-May-18,Search_Top_Performing_Brand_BMM_Mobile,Tablet,1,32,₹108.50,0
28-May-18,Search_India_Brand_Product_Exact_Desktop,Desktop,38,216,₹390.82,4
31-May-18,Search_India_Brand_Product_BMM_Mobile,Tablet,11,110,₹274.69,0
31-May-18,Display_India_KCT_Large_Cap_Fund,Mobile,633,"111,607","₹4,838.75",1
23-May-18,Search_Mumbai_Brand_Exact_Mobile,Tablet,2,10,₹34.15,0
22-May-18,Search_Top_Performing_Brand_Exact_Mobile,Tablet,3,32,₹128.18,0
30-May-18,Display_India_KCT_Large_Cap_Fund,Mobile,619,"65,494","₹4,496.18",4
29-May-18,Search_India_Generic_Exact_Desktop,Desktop,257,"3,367","₹9,898.03",32
29-May-18,Search_India_Brand_BMM_Mobile,Tablet,8,104,₹165.53,3
26-May-18,Search_India_Generic_BMM_Mobile_Lumpsum,Mobile,2,61,₹51.39,0
23-May-18,Search_India_Brand_Product_Exact_Desktop,Desktop,37,286,₹361.38,4
23-May-18,Display_India_KCT_Generic,Tablet,41,"15,220",₹444.97,0
24-May-18,Search_India_Generic_Exact_Mobile_Lumpsum,Mobile,33,"2,938",₹349.62,0
31-May-18,Search_India_Brand_Exact_Desktop,Desktop,367,"2,639","₹7,759.93",56
28-May-18,Search_India_Competition_BMM_Desktop,Desktop,22,"1,479","₹1,667.63",0
23-May-18,RLSA_India_Brand_BMM_Mobile,Tablet,0,12,₹0.00,0
24-May-18,Search_India_Brand_BMM_Mobile,Tablet,10,48,₹355.54,0
31-May-18,Search_Bengaluru_Brand_Exact_Mobile,Mobile,13,119,₹302.86,3
29-May-18,Search_Mumbai_Brand_Exact_Mobile,Mobile,67,273,"₹1,214.17",7
23-May-18,Display_India_KCT_Generic,Desktop,173,"134,874","₹2,140.13",3
31-May-18,Search_India_Brand_Exact_Mobile,Tablet,4,30,₹42.86,0
24-May-18,Search_India_Generic_Exact_Desktop_Lumpsum,Desktop,12,445,₹179.40,2
23-May-18,Search_India_Competition_Exact_Mobile,Mobile,45,"1,641","₹2,025.97",8
23-May-18,Search_India_Competition_BMM_Mobile,Tablet,0,8,₹0.00,0
27-May-18,Search_India_Brand_Product_BMM_Mobile,Tablet,4,52,₹55.15,0
23-May-18,Search_India_Brand_Product_Exact_Mobile,Tablet,1,13,₹15.32,0
30-May-18,RLSA_India_Brand_BMM_Mobile,Tablet,1,12,₹126.27,0
28-May-18,Search_India_Generic_Exact_Mobile_Lumpsum,Mobile,53,"4,881",₹617.52,3
26-May-18,RLSA_India_Brand_BMM_Mobile,Tablet,1,16,₹63.09,0
24-May-18,Search_Top_Performing_Brand_BMM_Mobile,Mobile,72,"1,078","₹3,599.08",3
24-May-18,Search_India_Brand_Exact_Mobile,Tablet,6,19,₹30.74,4
28-May-18,Search_India_Competition_Exact_Mobile,Tablet,0,19,₹0.00,0
24-May-18,Search_Mumbai_Brand_Exact_Mobile,Tablet,0,2,₹0.00,0
30-May-18,Display_India_Affinity,Mobile,126,"24,217",₹753.65,3
26-May-18,Display_India_KCT_Generic,Tablet,26,"5,084",₹303.03,0
26-May-18,Search_India_Brand_Product_Exact_Mobile,Mobile,101,664,₹859.19,3
26-May-18,Display_India_In-Market_Audience,Mobile,163,"72,462","₹1,690.53",0
25-May-18,Display_India_KCT_Generic,Tablet,51,"15,691",₹575.37,0
28-May-18,Search_India_Generic_BMM_Desktop_Lumpsum,Desktop,16,614,₹143.91,0
25-May-18,Search_India_Generic_BMM_Desktop,Desktop,273,"4,179","₹14,918.53",38
25-May-18,Search_India_Generic_Exact_Desktop,Desktop,233,"3,200","₹9,953.30",24
25-May-18,Search_India_Brand_Exact_Mobile,Tablet,1,42,₹17.31,0
26-May-18,Search_India_Generic_BMM_Mobile,Mobile,797,"10,944","₹28,957.87",64
28-May-18,Search_India_Generic_BMM_Mobile_Lumpsum,Tablet,3,146,₹14.17,0
30-May-18,Display_India_In-Market_Audience,Desktop,7,"5,139",₹106.84,0
25-May-18,Search_Mumbai_Brand_Exact_Desktop,Desktop,90,608,"₹8,587.91",1
30-May-18,Search_India_Generic_Exact_Mobile,Tablet,8,89,₹183.57,3
28-May-18,Search_Bengaluru_Brand_Exact_Desktop,Desktop,76,585,"₹2,319.88",9
31-May-18,Search_Top_Performing_Brand_BMM_Mobile,Tablet,1,28,₹126.82,0
25-May-18,Search_Top_Performing_Brand_Exact_Mobile,Tablet,1,18,₹28.10,0
30-May-18,Display_India_KCT_Large_Cap_Fund,Other,0,1,₹0.00,0
31-May-18,Search_Top_Performing_Brand_Exact_Desktop,Desktop,172,"1,208","₹5,847.99",26
23-May-18,Search_Mumbai_Brand_Exact_Mobile,Mobile,51,257,"₹1,137.62",8
26-May-18,Search_India_Brand_Exact_Mobile,Tablet,8,22,₹70.34,3
23-May-18,Search_India_Brand_Exact_Mobile,Mobile,474,"2,805","₹3,366.27",52
29-May-18,Search_Top_Performing_Brand_BMM_Mobile,Tablet,0,20,₹0.00,0
23-May-18,Search_India_Competition_BMM_Mobile,Mobile,60,"1,563","₹2,130.24",0
23-May-18,Search_India_Competition_BMM_Desktop,Desktop,28,"1,188","₹2,071.85",3
23-May-18,Search_Top_Performing_Brand_Exact_Mobile,Mobile,145,699,"₹3,486.91",16
28-May-18,Display_India_Affinity,Desktop,9,"12,074",₹145.02,0
24-May-18,Search_India_Competition_Exact_Mobile,Mobile,49,"1,858","₹2,066.49",4
24-May-18,RLSA_India_Brand_BMM_Desktop,Desktop,72,393,"₹5,142.04",5
23-May-18,Search_India_Generic_Exact_Mobile,Mobile,788,"7,536","₹19,268.27",91
25-May-18,Display_India_In-Market_Audience,Tablet,8,"2,383",₹48.31,0
31-May-18,Search_India_Generic_BMM_Mobile,Mobile,"1,391","19,212","₹54,659.71",107
29-May-18,Display_India_KCT_Large_Cap_Fund,Other,0,1,₹0.00,0
23-May-18,Search_Mumbai_Brand_Exact_Desktop,Desktop,106,828,"₹3,088.39",14
29-May-18,Search_India_Competition_BMM_Mobile,Tablet,1,5,₹79.78,0
26-May-18,Search_India_Brand_Product_BMM_Mobile,Mobile,408,"3,132","₹4,616.22",44
25-May-18,Search_India_Brand_Product_Exact_Mobile,Mobile,116,857,₹913.48,5
29-May-18,Search_Mumbai_Brand_Exact_Mobile,Tablet,2,5,₹2.53,1
24-May-18,Display_India_In-Market_Audience,Mobile,159,"54,734","₹1,713.25",4
26-May-18,Search_Bengaluru_Brand_Exact_Desktop,Desktop,38,209,₹905.62,6
22-May-18,Search_Top_Performing_Brand_BMM_Mobile,Mobile,122,"1,790","₹6,006.33",10
28-May-18,Search_Top_Performing_Brand_Exact_Mobile,Tablet,1,8,₹13.65,0
26-May-18,Search_India_Generic_Exact_Desktop,Desktop,226,"2,115","₹9,989.46",23
24-May-18,Search_Bengaluru_Brand_Exact_Mobile,Tablet,0,2,₹0.00,0
31-May-18,Search_India_Brand_BMM_Mobile,Mobile,601,"5,495","₹13,715.85",64
25-May-18,Search_Top_Performing_Brand_Exact_Mobile,Mobile,141,612,"₹2,908.61",11
29-May-18,Search_India_Brand_Product_Exact_Mobile,Mobile,98,877,₹772.15,4
26-May-18,Search_India_Competition_Exact_Desktop,Desktop,30,"1,084","₹1,995.09",2
31-May-18,Search_India_Competition_BMM_Mobile,Mobile,18,506,₹847.84,1
29-May-18,Display_India_KCT_Generic,Desktop,502,"266,353","₹5,590.75",26
24-May-18,Search_India_Generic_BMM_Mobile,Tablet,3,134,₹94.90,0
24-May-18,Search_Top_Performing_Brand_BMM_Mobile,Tablet,1,22,₹82.96,0
23-May-18,Search_India_Brand_Product_Exact_Mobile,Mobile,102,783,₹771.99,10
28-May-18,Search_India_Generic_Exact_Mobile_Lumpsum,Tablet,0,14,₹0.00,0
26-May-18,Search_Mumbai_Brand_Exact_Mobile,Mobile,24,110,₹469.52,7
30-May-18,Display_India_Affinity,Desktop,10,"7,098",₹220.04,0
25-May-18,Display_India_In-Market_Audience,Desktop,19,"11,318",₹300.53,0
23-May-18,RLSA_India_Generic_BMM_Mobile,Mobile,91,"1,027","₹3,428.19",3
24-May-18,RLSA_India_Brand_BMM_Mobile,Mobile,111,644,"₹4,943.62",20
31-May-18,Search_Mumbai_Brand_Exact_Mobile,Mobile,35,171,₹733.22,4
29-May-18,RLSA_India_Generic_BMM_Mobile,Tablet,1,14,₹87.22,0
24-May-18,RLSA_India_Generic_BMM_Desktop,Desktop,73,"1,304","₹3,590.14",9
24-May-18,Search_India_Competition_BMM_Desktop,Desktop,26,"1,005","₹2,051.09",4
29-May-18,Display_India_KCT_Large_Cap_Fund,Mobile,595,"160,152","₹4,617.92",7
30-May-18,Search_India_Brand_BMM_Mobile,Tablet,5,93,₹141.44,0
24-May-18,Search_India_Brand_BMM_Mobile,Mobile,436,"4,371","₹9,560.33",45
31-May-18,Display_India_In-Market_Audience,Desktop,1,"2,814",₹20.00,0
30-May-18,Display_India_In-Market_Audience,Mobile,80,"30,698",₹869.60,0
29-May-18,Display_India_Affinity,Mobile,133,"34,993",₹701.94,0
29-May-18,Search_India_Brand_Product_BMM_Mobile,Tablet,3,59,₹36.20,0
28-May-18,Display_India_KCT_Generic,Mobile,784,"346,887","₹6,947.76",6
30-May-18,Search_Mumbai_Brand_Exact_Mobile,Mobile,52,206,"₹1,379.26",14
26-May-18,Search_India_Competition_BMM_Mobile,Tablet,0,9,₹0.00,0
29-May-18,Display_India_Affinity,Desktop,21,"13,028",₹348.58,0
29-May-18,Search_India_Generic_BMM_Mobile_Lumpsum,Tablet,0,1,₹0.00,0
23-May-18,Search_India_Brand_Exact_Desktop,Desktop,466,"3,134","₹10,803.89",56
30-May-18,Search_Top_Performing_Brand_Exact_Desktop,Desktop,209,"1,319","₹6,537.27",30
25-May-18,Display_India_In-Market_Audience,Mobile,171,"69,357","₹1,751.47",0
30-May-18,Search_India_Brand_Product_BMM_Mobile,Mobile,469,"3,984","₹5,480.60",43
28-May-18,Search_India_Generic_Exact_Desktop_Lumpsum,Desktop,23,"2,741",₹392.83,1
24-May-18,Search_India_Brand_Product_Exact_Mobile,Mobile,73,517,₹527.93,1
30-May-18,Search_India_Brand_BMM_Mobile,Mobile,583,"5,917","₹12,667.89",68
26-May-18,Search_India_Generic_Exact_Mobile,Mobile,666,"6,277","₹17,243.60",64
25-May-18,Search_India_Competition_Exact_Mobile,Tablet,0,22,₹0.00,0
26-May-18,RLSA_India_Generic_BMM_Mobile,Mobile,101,"1,110","₹3,165.11",6
24-May-18,Search_Bengaluru_Brand_Exact_Mobile,Mobile,20,119,₹236.04,1
23-May-18,Search_India_Competition_Exact_Desktop,Desktop,27,"1,441","₹2,200.10",0
23-May-18,Search_Bengaluru_Brand_Exact_Mobile,Mobile,32,157,₹716.49,4
24-May-18,Search_India_Brand_Product_Exact_Desktop,Desktop,32,127,₹389.10,1
31-May-18,Search_India_Brand_Product_Exact_Mobile,Tablet,1,8,₹1.22,0
29-May-18,Search_Mumbai_Brand_Exact_Desktop,Desktop,96,769,"₹2,497.35",17
28-May-18,Display_India_KCT_Large_Cap_Fund,Mobile,592,"131,785","₹4,698.33",10
25-May-18,Search_India_Competition_Exact_Mobile,Mobile,41,"1,659","₹1,994.17",0
24-May-18,Display_India_KCT_Generic,Tablet,28,"8,538",₹344.62,0
22-May-18,Search_Top_Performing_Brand_BMM_Mobile,Tablet,2,44,₹117.49,0
30-May-18,Search_Top_Performing_Brand_BMM_Mobile,Tablet,0,22,₹0.00,0
24-May-18,Search_India_Brand_Product_Exact_Mobile,Tablet,1,10,₹5.72,0
29-May-18,Display_India_KCT_Generic,Mobile,570,"304,990","₹5,215.63",15
30-May-18,Search_Top_Performing_Brand_Exact_Mobile,Mobile,128,539,"₹2,860.38",10
24-May-18,RLSA_India_Brand_BMM_Mobile,Tablet,2,12,₹101.28,3
28-May-18,Search_India_Generic_BMM_Desktop,Desktop,278,"4,869","₹14,749.40",26
26-May-18,Display_India_KCT_Large_Cap_Fund,Desktop,5,"1,851",₹81.33,0
23-May-18,Search_India_Competition_Exact_Mobile,Tablet,0,24,₹0.00,0
29-May-18,RLSA_India_Generic_BMM_Mobile,Mobile,75,643,"₹3,221.35",8
23-May-18,Search_India_Generic_BMM_Mobile_Lumpsum,Mobile,74,"2,968",₹728.59,4
23-May-18,Search_India_Generic_Exact_Mobile_Lumpsum,Mobile,55,"2,935",₹694.90,2
26-May-18,Search_Top_Performing_Brand_Exact_Mobile,Tablet,2,6,₹25.04,0
29-May-18,Display_India_In-Market_Audience,Desktop,9,"8,225",₹138.50,0
26-May-18,Search_Bengaluru_Brand_Exact_Mobile,Mobile,20,102,₹380.29,6
26-May-18,Search_India_Competition_Exact_Mobile,Mobile,39,"1,964","₹1,975.51",3
30-May-18,Search_India_Generic_Exact_Mobile_Lumpsum,Tablet,1,10,₹18.32,0
29-May-18,RLSA_India_Generic_BMM_Desktop,Desktop,77,"1,698","₹3,384.41",7
25-May-18,Search_India_Brand_Product_Exact_Mobile,Tablet,0,6,₹0.00,0
29-May-18,Search_India_Competition_BMM_Desktop,Desktop,14,802,"₹1,120.31",4
26-May-18,Display_India_KCT_Generic,Desktop,52,"33,498",₹693.32,1
24-May-18,Display_India_KCT_Generic,Mobile,247,"118,293","₹2,583.36",2
28-May-18,Search_India_Competition_Exact_Desktop,Desktop,28,"1,141","₹2,098.36",2
28-May-18,Search_India_Brand_Product_BMM_Mobile,Tablet,3,42,₹47.48,0
31-May-18,Search_India_Generic_Exact_Desktop_Lumpsum,Desktop,19,"2,356",₹295.32,0
24-May-18,Display_India_KCT_Large_Cap_Fund,Mobile,605,"116,608","₹4,853.33",8
28-May-18,Search_India_Brand_Product_Exact_Mobile,Mobile,104,823,₹787.78,12
28-May-18,Search_Mumbai_Brand_Exact_Desktop,Desktop,90,729,"₹2,020.92",7
24-May-18,Display_India_KCT_Generic,Desktop,147,"110,427","₹1,978.24",14
28-May-18,Display_India_In-Market_Audience,Desktop,11,"11,199",₹194.07,0
26-May-18,Search_India_Generic_BMM_Desktop,Desktop,253,"4,085","₹14,750.03",31
26-May-18,Search_India_Brand_Product_BMM_Mobile,Tablet,4,26,₹35.70,0
28-May-18,Display_India_KCT_Large_Cap_Fund,Tablet,22,"8,354",₹143.64,0
29-May-18,Search_India_Generic_BMM_Mobile,Mobile,"1,517","20,223","₹55,831.83",107
22-May-18,Search_Mumbai_Brand_Exact_Mobile,Tablet,1,4,₹8.59,0
26-May-18,Search_India_Brand_BMM_Desktop,Desktop,230,"2,214","₹12,241.95",34
28-May-18,Search_Top_Performing_Brand_Exact_Mobile,Mobile,176,669,"₹4,911.96",34
30-May-18,Search_Bengaluru_Brand_Exact_Desktop,Desktop,74,538,"₹1,968.70",7
30-May-18,Search_India_Competition_BMM_Desktop,Desktop,12,919,₹975.27,1
31-May-18,Search_Mumbai_Brand_Exact_Desktop,Desktop,94,665,"₹2,445.69",14
27-May-18,Search_India_Brand_Product_BMM_Desktop,Desktop,64,459,"₹1,076.86",18
30-May-18,Display_India_In-Market_Audience,Tablet,2,636,₹11.52,0
28-May-18,RLSA_India_Generic_BMM_Desktop,Desktop,75,"1,270","₹3,336.79",11
29-May-18,Display_India_Affinity,Tablet,1,440,₹2.56,0
29-May-18,Search_India_Generic_BMM_Mobile,Tablet,13,324,₹792.25,0
24-May-18,Display_India_Affinity,Mobile,355,"66,983","₹1,695.42",1
23-May-18,Search_India_Generic_BMM_Mobile_Lumpsum,Tablet,3,42,₹14.80,0
30-May-18,Search_India_Generic_BMM_Mobile_Lumpsum,Tablet,2,103,₹10.84,0
30-May-18,Search_India_Competition_Exact_Mobile,Mobile,43,"1,698","₹1,885.08",2
25-May-18,Search_Top_Performing_Brand_Exact_Desktop,Desktop,99,851,"₹7,457.35",7
28-May-18,Search_India_Competition_Exact_Mobile,Mobile,40,"1,961","₹2,034.82",4
31-May-18,Search_Bengaluru_Brand_Exact_Mobile,Tablet,4,11,₹53.27,1
30-May-18,Search_Top_Performing_Brand_Exact_Mobile,Tablet,1,19,₹7.00,0
31-May-18,Display_India_KCT_Large_Cap_Fund,Tablet,25,"7,568",₹192.67,0
26-May-18,Search_India_Competition_BMM_Mobile,Mobile,48,"1,698","₹1,910.23",0
31-May-18,Search_India_Brand_Product_BMM_Mobile,Mobile,652,"6,218","₹11,479.70",34
